Model,Temperature,Dataset,Training Start,Training End,Forecast Horizon,Prompt Type,Series Type,Format,sMAPE Mean,MAE Mean,RMSE Mean,Inference Time (s) Mean,Financial Cost ($) Mean,CarbonTracker CO2 (g) Mean,CarbonTracker Energy Consumption (Wh) Mean,Eco2AI CO2 (g) Mean,Eco2AI Energy Consumption (Wh) Mean,Input Tokens Mean,Output Tokens Mean,Examples,Sampling Strategy,Actual Values,Predicted Values,sMAPE SEM,MAE SEM,RMSE SEM,Deployment,Family
gemma-3-1b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,textual,plain,152.144,555.454,679.656,6.012231254577637,0.0,0.0890544,0.2001225999999999,0.017886,0.1581882,16493.0,650.4,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[597.7958, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0, 574.0]",27.950390802276807,56.51156594892765,77.90052635252216,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,numeric,csv,119.048,478.7,608.558,28.79056272506714,0.0,2.4993576,5.6165338,0.4325054,3.825145,40374.0,719.8,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[45.0, 19.0, 67.0, 87.0, 54.0, 48.0, 62.0, 63.0, 79.0, 73.0, 67.0, 66.0, 91.0, 80.0, 79.0, 55.0, 47.0, 32.0, 26.0, 13.0, 80.0, 24.0, 15.0, 5.0]",23.94566002431338,80.13544428029333,92.85910296788354,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,numeric,plain,38.294,171.44,241.458,30.91634316444397,0.0,2.8192656,6.3354284,0.4907568,4.3403312,50450.0,694.8,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[45.0, 96.0, 671.0, 1400.0, 1044.0, 856.0, 638.0, 642.0, 900.0, 965.0, 733.0, 774.0, 897.0, 1051.0, 1655.0, 1532.0, 949.0, 661.0, 507.0, 420.0, 135.0, 44.0, 0.0, 0.0]",6.663783159737417,43.10791006300352,55.95651413374496,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,textual,csv,165.86,599.51,742.274,27.542690229415893,0.0,2.4716668,5.5543076,0.3895942,3.4456342,43449.0,669.6,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[4.0, 6.0, 6.0, 6.0, 5.0, 7.0, 5.0, 3.0, 3.0, 3.0, 9.0, 2.0, 1.0, 8.0, 4.0, 7.0, 2.0, 4.0, 1.0, 6.0, 0.0, 8.0, 1.0, 0.0]",21.319032107485555,45.91777738523501,62.18869025795607,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,textual,plain,175.936,644.774,804.138,31.351991605758663,0.0,2.840281,6.382653400000001,0.4594058,4.0630566,53525.0,653.8,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[4.0, 7.0, 6.0, 1.0, 1.0, 8.0, 5.0, 6.0, 9.0, 9.0, 6.0, 7.0, 9.0, 1.0, 1.0, 1.0, 9.0, 6.0, 4.0, 3.0, 1.0, 4.0, 0.0, 0.0]",0.2576548078340454,0.1666913315082689,0.2474146317419408,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,numeric,csv,83.586,386.34,505.658,29.53926239013672,0.0,2.7016806,6.0711928,0.4466777999999999,3.950488,43872.0,744.8,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[574.64, 609.18, 566.26, 792.79, 829.07, 703.22, 620.59, 548.37, 699.69, 886.21, 678.41, 592.65, 630.89, 834.71, 810.33, 739.67, 583.94, 411.77, 306.16, 284.89, 132.84, 29.99, 0.0, 0.0]",20.15788843108325,75.70591311119627,87.88826528041157,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,numeric,plain,37.194,172.632,242.218,30.16275715827942,0.0,2.165854,4.8670878,0.4465352,3.9492288,28961.0,712.0,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[47.0, 625.0, 1395.0, 1112.0, 910.0, 680.0, 549.0, 774.0, 882.0, 757.0, 742.0, 764.0, 940.0, 1202.0, 1723.0, 1554.0, 1013.0, 672.0, 503.0, 408.0, 123.0, 36.0, 0.0, 0.0]",5.701752011443499,31.51890439085724,41.83998857552425,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,textual,csv,169.302,604.142,748.598,30.08773550987244,0.0,2.7320916,6.139532,0.4423532,3.9122402,47201.0,698.6,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[7.0, 6.0, 5.0, 4.0, 3.0, 6.0, 6.0, 4.0, 7.0, 8.0, 6.0, 4.0, 2.0, 3.0, 2.0, 1.0, 5.0, 6.0, 5.0, 3.0, 5.0, 7.0, 4.0, 1.0]",21.3030409566334,41.0256226521914,55.894654968073645,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,textual,plain,170.204,644.642,804.61,26.596698379516603,0.0,1.9004768,4.270734,0.3807572,3.3674754,29088.0,617.8,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 7.0, 6.0, 1.0, 1.0, 9.0, 6.0, 5.0, 8.0, 9.0, 7.0, 7.0, 9.0, 1.0, 1.0, 1.0, 9.0, 7.0, 5.0, 4.0, 1.0, 3.0, 0.0, 0.0]",1.5780671722078217,0.0928654941299456,0.0456070170039589,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Few-shot,numeric,csv,67.64200000000001,332.444,447.4440000000001,36.3316822052002,0.0,3.125041,7.0225636,0.5673744000000001,5.017948800000001,43753.0,749.0,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[49.0, 65.0, 178.0, 433.0, 718.0, 629.0, 469.0, 441.0, 689.0, 882.0, 854.0, 718.0, 667.0, 631.0, 817.0, 747.0, 589.0, 457.0, 319.0, 231.0, 98.0, 64.0, 0.0, 0.0]",15.82567293987842,58.39870063622991,62.96261895760056,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Few-shot,numeric,plain,36.634,157.144,225.736,32.91152667999268,0.0,3.02846,6.8055284,0.4770976,4.2195254,54669.0,691.6,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[46.0, 179.0, 560.0, 1124.0, 959.0, 669.0, 532.0, 694.0, 817.0, 1032.0, 676.0, 854.0, 927.0, 1070.0, 1472.0, 1426.0, 950.0, 671.0, 518.0, 443.0, 132.0, 39.0, 0.0, 0.0]",3.49898499568089,24.85309369072591,33.900547134227786,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Few-shot,textual,csv,117.356,502.978,613.1940000000001,29.89082379341125,0.0,2.7059516,6.0807906,0.4463806,3.9478604000000006,47082.0,699.2,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[5.0, 6.0, 7.0, 4.0, 3.0, 7.0, 9.0, 5.0, 8.0, 6.0, 5.0, 4.0, 6.0, 8.0, 7.0, 1.0, 7.0, 8.0, 4.0, 2.0, 8.0, 3.0, 0.0, 0.0]",22.449525518371203,57.857398956399706,78.00085208508943,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Few-shot,textual,plain,169.746,644.884,804.74,32.10361380577088,0.0,2.9195184000000003,6.5607156,0.475871,4.2086772,57998.0,621.8,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 7.0, 6.0, 1.0, 1.0, 9.0, 6.0, 5.0, 8.0, 8.0, 7.0, 7.0, 1.0, 1.0, 1.0, 1.0, 9.0, 7.0, 5.0, 4.0, 1.0, 3.0, 0.0, 0.0]",1.8995304682999927,0.0607124369466521,0.0842614977317571,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,numeric,csv,130.524,519.948,656.516,29.90211586952209,0.0,2.5397428,5.7072876,0.4270294,3.7767148,40255.0,722.2,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[64.94, 57.73, 50.46, 31.56, 34.0, 49.82, 64.88, 86.26, 67.94, 62.49, 80.86, 83.69, 69.12, 56.03, 62.99, 77.51, 87.37, 67.12, 62.36, 45.12, 37.93, 34.38, 18.37, 10.02]",16.779911978315024,52.48561740134148,67.48132227513032,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,numeric,plain,51.248000000000005,235.774,321.51,29.990291690826417,0.0,2.7106394000000003,6.0913244,0.44088,3.8992128,50331.0,709.6,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[56.0, 97.0, 644.0, 1445.0, 1154.0, 890.0, 633.0, 600.0, 827.0, 923.0, 718.0, 748.0, 844.0, 1126.0, 1592.0, 1603.0, 991.0, 667.0, 521.0, 460.0, 135.0, 48.0, 0.0, 0.0]",7.446302035238698,43.79306721388672,52.70410676598171,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,textual,csv,190.902,645.0319999999999,804.338,27.195049285888672,0.0,2.45228,5.5107422,0.3831978,3.3890598,43330.0,672.8,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[5.0, 4.0, 6.0, 9.0, 7.0, 4.0, 3.0, 4.0, 8.0, 1.0, 2.0, 7.0, 8.0, 5.0, 1.0, 6.0, 4.0, 9.0, 2.0, 3.0, 8.0, 5.0, 3.0, 1.0]",0.3218291472194552,0.1424570110594843,0.1501132905508275,Local,Gemma
gemma-3-27b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,textual,plain,175.442,644.824,804.608,31.023138570785523,0.0,2.7844282,6.2571422,0.4409662,3.8999732,53406.0,644.6,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[7.0, 5.0, 4.0, 6.0, 9.0, 6.0, 4.0, 7.0, 8.0, 7.0, 7.0, 7.0, 9.0, 1.0, 1.0, 1.0, 9.0, 6.0, 3.0, 2.0, 7.0, 4.0, 0.0, 0.0]",0.2178393903774077,0.090365922780661,0.1558011553230665,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,numeric,csv,158.23600000000002,578.92,727.07,23.51878433227539,0.0,0.4549566,1.0223742000000002,0.0782736,0.6922644,19240.0,817.2,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]",23.06796948151268,70.13500010693662,81.28,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,numeric,plain,127.2,704.33,801.61,23.94688582420349,0.0,0.4618179999999999,1.0377938,0.0735997999999999,0.6509258,19240.0,830.4,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[1719.0, 1451.0, 1087.0, 693.0, 529.0, 483.0, 144.0, 51.0, 0.0, 0.0, 0.0, 0.0, 88.0, 656.0, 1499.0, 1120.0, 926.0, 682.0, 641.0, 909.0, 968.0, 947.0, 902.0, 1044.0]",0.0,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,textual,csv,188.594,646.358,805.5559999999999,22.730176830291747,0.0,0.4369778,0.9819724,0.0725394,0.6415493999999999,19240.0,783.0,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[3.0, 8.0, 4.0, 8.0, 4.0, 0.0, 4.0, 7.0, 6.0, 7.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0, 9.0, 6.0, 1.0, 1.0, 0.0, 7.0, 4.0, 3.0]",2.410884899782649,0.1937885445530816,0.0531601354400044,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,textual,plain,196.072,645.808,804.04,22.2392062664032,0.0,0.4299139999999999,0.966099,0.0760672,0.6727504,19240.0,769.2,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[7.0, 6.0, 0.0, 9.0, 6.0, 9.0, 7.0, 9.0, 6.0, 3.0, 6.0, 6.0, 9.0, 7.0, 1.0, 6.0, 2.0, 1.0, 3.0, 0.0, 0.0, 0.0, 2.0, 8.0]",1.156695292633288,0.0834505841801084,0.1161464592658686,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,numeric,csv,41.598,193.814,253.622,26.02928671836853,0.0,0.5062574,1.1376576,0.0884196,0.7819972,20989.0,874.2,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 73.0, 565.0, 1181.0, 1399.0, 792.0, 509.0, 552.0, 605.0, 772.0, 740.0, 856.0, 970.0, 1079.0, 1710.0, 1844.0, 1048.0, 743.0, 527.0, 440.0, 439.0, 136.0, 43.0, 0.0]",3.533104017715866,16.942262422710847,19.885088483584887,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,numeric,plain,81.596,449.22,548.5899999999999,23.43908834457397,0.0,0.4514521999999999,1.0144994,0.0785882,0.6950474,21409.0,761.8,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[570.0, 459.0, 548.0, 389.0, 212.0, 78.0, 20.0, 0.0, 0.0, 0.0, 79.0, 664.0, 1476.0, 1207.0, 869.0, 754.0, 588.0, 955.0, 983.0, 948.0, 842.0, 877.0, 1157.0, 1502.0]",10.866,53.549999999999976,52.29,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,textual,csv,182.912,645.658,805.2760000000001,25.12150378227233,0.0,0.473688,1.0644674,0.142195,1.2575956,21116.0,826.4,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 8.0, 5.0, 1.0, 1.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 4.0, 5.0, 6.0, 1.0, 1.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0]",1.3371140564663848,0.3436044237200569,0.2350021276499453,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,textual,plain,178.862,641.97,800.966,22.657986545562743,0.0,0.4327126,0.9723878,0.0742442,0.6566278000000001,21536.0,724.0,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 7.0, 5.0, 6.0, 1.0, 1.0, 8.0, 9.0, 7.0, 5.0, 8.0, 1.0, 1.0, 9.0, 7.0, 5.0, 3.0, 4.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0]",6.660147445815297,3.397766913724368,3.5676541312184304,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Few-shot,numeric,csv,42.996,188.108,268.994,26.234194612503053,0.0,0.509666,1.145317,0.0914786,0.8090514000000001,20930.0,878.2,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 73.0, 565.0, 1181.0, 1399.0, 792.0, 509.0, 552.0, 605.0, 772.0, 740.0, 856.0, 970.0, 1079.0, 1575.0, 1710.0, 937.0, 534.0, 440.0, 439.0, 136.0, 43.0, 0.0, 0.0]",6.31455113210749,21.94303292619322,34.93633131855719,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Few-shot,numeric,plain,128.822,633.208,698.654,23.49942798614502,0.0,0.454262,1.0208134000000002,0.0821829999999999,0.7268378,21350.0,770.2,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[519.0, 551.0, 570.0, 459.0, 548.0, 389.0, 212.0, 78.0, 20.0, 0.0, 0.0, 0.0, 79.0, 664.0, 1476.0, 1207.0, 869.0, 754.0, 588.0, 955.0, 983.0, 948.0, 842.0, 877.0]",2.8854989169985803,20.97253117770957,14.503428767019177,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Few-shot,textual,csv,180.58,645.328,805.0699999999999,23.67237658500671,0.0,0.4585038,1.0303458,0.0768712,0.6798616,21057.0,788.6,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 8.0, 5.0, 1.0, 1.0, 3.0, 3.0, 7.0, 6.0, 5.0, 4.0, 0.0, 9.0, 7.0, 4.0, 6.0, 1.0, 7.0, 6.0, 5.0, 3.0, 4.0, 4.0, 1.0]",2.036710583269016,0.1221228889274999,0.1847430648224695,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Few-shot,textual,plain,190.512,646.208,804.948,22.049518060684203,0.0,0.4221566,0.9486666,0.074635,0.6600846,21477.0,710.0,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[7.0, 1.0, 8.0, 1.0, 5.0, 6.0, 2.0, 1.0, 0.0, 3.0, 9.0, 4.0, 7.0, 6.0, 0.0, 5.0, 9.0, 3.0, 2.0, 2.0, 3.0, 4.0, 8.0, 0.0]",1.9594116463877629,0.0874871419123938,0.0863365507765872,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,numeric,csv,107.59,597.42,756.05,25.349977779388432,0.0,0.494726,1.1117432,0.0831826,0.7356788,19181.0,896.8,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[130.0, 33.0, 0.0, 0.0, 0.0, 86.0, 606.0, 1513.0, 1313.0, 957.0, 648.0, 593.0, 756.0, 886.0, 862.0, 900.0, 976.0, 1169.0, 1714.0, 1634.0, 943.0, 774.0, 597.0, 499.0]",0.0,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,numeric,plain,119.39,665.67,754.08,23.86691417694092,0.0,0.4523084,1.0164238,0.0774834,0.6852736,19181.0,833.8,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[1003.0, 1419.0, 1719.0, 1451.0, 1087.0, 693.0, 529.0, 483.0, 144.0, 51.0, 0.0, 0.0, 0.0, 88.0, 656.0, 1499.0, 1120.0, 926.0, 682.0, 641.0, 909.0, 968.0, 947.0, 902.0]",7.105427357601002e-15,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,textual,csv,183.176,645.818,805.092,22.202825784683228,0.0,0.4266612,0.9587896,0.0730498,0.6460625999999999,19181.0,764.0,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[3.0, 2.0, 5.0, 3.0, 6.0, 2.0, 8.0, 4.0, 1.0, 8.0, 7.0, 6.0, 2.0, 7.0, 3.0, 8.0, 6.0, 2.0, 2.0, 0.0, 9.0, 6.0, 3.0, 0.0]",0.0924445779913569,0.1436802004452905,0.1456502660485151,Local,Gemma
gemma-3-4b-it,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,Zero-shot,textual,plain,191.512,645.176,804.278,22.478794431686403,0.0,0.430602,0.9676444,0.0701968,0.62083,19181.0,773.0,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[5.0, 8.0, 4.0, 0.0, 5.0, 7.0, 9.0, 6.0, 4.0, 6.0, 6.0, 0.0, 5.0, 6.0, 9.0, 7.0, 1.0, 6.0, 2.0, 1.0, 3.0, 7.0, 4.0, 2.0]",0.2957262247417349,0.0925526876973472,0.0508330601085545,Local,Gemma
moonshotai/kimi-k2-instruct-0905,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,numeric,csv,49.31,217.608,347.874,28.0089967250824,0.0049742,0.006567,0.0636256,0.0053164,0.0470198,25785.0,442.6,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 87.0, 603.0, 1427.0, 1194.0, 949.0, 693.0, 576.0, 768.0, 854.0, 851.0, 859.0, 943.0, 1045.0, 1191.0, 1561.0, 1649.0, 1017.0, 678.0, 485.0, 444.0, 158.0, 47.0, 0.0]",3.2274773430653245,17.59769001886327,27.9116544833874,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,numeric,plain,64.232,304.968,431.528,17.043346405029297,0.0062799999999999,0.0038783999999999,0.037577,0.002509,0.0221902,34183.0,461.0,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 80.0, 650.0, 1320.0, 1180.0, 890.0, 680.0, 620.0, 580.0, 640.0, 820.0, 910.0, 850.0, 940.0, 1130.0, 1720.0, 1610.0, 1000.0, 700.0, 540.0, 420.0, 130.0, 30.0, 0.0]",9.394440057821434,55.46268055188101,59.6883135462881,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,textual,csv,61.478,258.634,372.58,35.37652072906494,0.0059226,0.0082367999999999,0.0798056,0.0055268,0.0488809999999999,31652.0,470.0,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 82.0, 658.0, 1423.0, 1110.0, 934.0, 685.0, 617.0, 890.0, 966.0, 729.0, 788.0, 883.0, 1008.0, 1246.0, 1408.0, 1645.0, 1041.0, 688.0, 521.0, 472.0, 156.0, 37.0, 0.0]",27.051852875542554,97.6251424377962,110.77878980201942,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT,textual,plain,65.24600000000001,313.26,459.3560000000001,29.859333324432374,0.0072427999999999,0.0068876,0.066731,0.0049622,0.0438854,40050.0,494.2,0,,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 102.0, 686.0, 1496.0, 1319.0, 961.0, 671.0, 606.0, 653.0, 819.0, 1098.0, 862.0, 897.0, 1045.0, 1236.0, 1564.0, 1839.0, 1681.0, 1059.0, 720.0, 577.0, 485.0, 164.0, 38.0]",6.637096202406591,40.6786151435862,38.30720423105816,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,CoT + Few-shot,numeric,csv,58.276,281.8,421.584,21.340574979782104,0.0053138,0.0218166,0.049026,0.0040441999999999,0.0357652,28016.0,444.6,3,uniform,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 78.0, 641.0, 1344.0, 1245.0, 888.0, 668.0, 567.0, 628.0, 837.0, 816.0, 707.0, 769.0, 862.0, 1087.0, 1644.0, 1715.0, 1001.0, 615.0, 442.0, 399.0, 125.0, 41.0, 0.0]",3.1323962073786253,22.18498118097015,30.32265433632088,API,Kimi
