model_name,model_id,family,provider,deployment,parameters_b,context_length_k,dataset,horizon,prompt_strategy,representation,smape,mae,rmse,inference_time_s,co2_g,cost_usd_per_1k_forecasts,run_id,evaluation_date,hardware,quantization,notes
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot,CSV numeric,25.151,0.16769,0.26996,0.993,1.02415,0.03471,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot,CSV numeric,24.615,0.18526,0.22271,1.072,1.25377,0.03093,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot,CSV numeric,28.019,0.18318,0.30299,1.258,0.84138,0.03317,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot,CSV numeric,25.031,0.21538,0.31669,1.132,0.9534,0.02934,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot,CSV numeric,25.111,0.20219,0.32677,1.219,1.19338,0.03399,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot+few,CSV numeric,25.046,0.21297,0.34954,1.275,1.06596,0.03579,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot+few,CSV numeric,25.771,0.17873,0.27136,1.064,1.09236,0.03038,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot+few,CSV numeric,26.255,0.21647,0.31737,0.963,1.15184,0.02957,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot+few,CSV numeric,23.548,0.17498,0.28727,1.059,1.17514,0.03738,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,ETTh2,192,cot+few,CSV numeric,24.239,0.2111,0.26773,1.04,0.89305,0.03421,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,zero-shot,CSV numeric,25.053,0.26518,0.40123,0.9,1.21555,0.02974,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,zero-shot,CSV numeric,25.597,0.29847,0.4213,0.931,0.76748,0.0271,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,zero-shot,CSV numeric,25.462,0.2551,0.42792,0.835,1.05797,0.03198,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,zero-shot,CSV numeric,27.466,0.27939,0.41605,1.037,1.18163,0.02853,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,zero-shot,CSV numeric,27.125,0.28527,0.38714,0.867,1.23308,0.02725,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,few-shot,CSV numeric,23.228,0.24298,0.30097,0.819,0.78201,0.02661,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,few-shot,CSV numeric,24.242,0.27018,0.37042,0.95,1.05013,0.02822,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,few-shot,CSV numeric,25.25,0.24507,0.33597,0.937,0.75556,0.03348,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,few-shot,CSV numeric,25.841,0.29079,0.34978,1.057,1.03655,0.02635,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,few-shot,CSV numeric,25.52,0.28003,0.35637,1.128,0.8131,0.02959,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot,CSV numeric,25.798,0.23058,0.38828,0.998,0.87959,0.03249,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot,CSV numeric,25.43,0.29072,0.48449,1.109,1.06947,0.02858,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot,CSV numeric,24.72,0.21873,0.28093,0.952,0.89183,0.03104,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot,CSV numeric,25.061,0.25176,0.37184,0.948,1.10378,0.02641,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot,CSV numeric,25.992,0.27381,0.4018,0.943,0.917,0.02597,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot+few,CSV numeric,23.337,0.22916,0.32601,1.105,1.11877,0.02747,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot+few,CSV numeric,24.569,0.21817,0.28297,1.045,0.81295,0.02802,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot+few,CSV numeric,24.286,0.26349,0.43864,1.101,0.90629,0.03119,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot+few,CSV numeric,24.231,0.25965,0.35682,0.808,0.79697,0.03244,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,96,cot+few,CSV numeric,23.796,0.24743,0.40304,1.054,0.95672,0.02738,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,zero-shot,CSV numeric,28.285,0.29108,0.40829,1.255,0.96041,0.03302,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,zero-shot,CSV numeric,26.241,0.23238,0.32517,1.165,1.02978,0.03551,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,zero-shot,CSV numeric,28.923,0.32689,0.39957,1.193,0.9224,0.0356,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,zero-shot,CSV numeric,29.888,0.32131,0.41992,1.145,0.91029,0.03027,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,zero-shot,CSV numeric,26.104,0.24915,0.38666,1.16,1.18812,0.03592,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,few-shot,CSV numeric,27.133,0.30965,0.38404,1.117,1.25932,0.03075,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,few-shot,CSV numeric,27.141,0.25289,0.37584,1.041,1.21301,0.03471,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,few-shot,CSV numeric,26.11,0.24204,0.38332,1.152,0.91316,0.03058,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,few-shot,CSV numeric,27.142,0.31192,0.4252,0.912,0.91931,0.02888,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,few-shot,CSV numeric,26.34,0.29081,0.41447,1.217,0.86662,0.03329,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot,CSV numeric,27.328,0.29084,0.47303,1.006,1.12048,0.03538,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot,CSV numeric,28.296,0.31412,0.42586,0.939,1.26879,0.03567,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot,CSV numeric,27.354,0.31045,0.41577,1.143,1.39951,0.03102,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot,CSV numeric,26.495,0.30226,0.37829,1.25,1.11337,0.03756,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot,CSV numeric,29.576,0.31445,0.49888,0.929,1.19155,0.03787,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot+few,CSV numeric,27.098,0.31426,0.47859,1.14,1.14938,0.03468,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot+few,CSV numeric,25.772,0.22522,0.34001,1.021,1.0088,0.03051,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot+few,CSV numeric,26.66,0.30883,0.46753,1.256,1.33498,0.03076,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot+few,CSV numeric,26.67,0.2437,0.30416,1.121,0.99828,0.03776,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Electricity,192,cot+few,CSV numeric,27.796,0.26737,0.45247,1.259,1.27602,0.03654,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,zero-shot,CSV numeric,28.699,0.41332,0.67786,0.829,1.02703,0.03002,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,zero-shot,CSV numeric,27.803,0.33617,0.40708,0.905,0.77676,0.02931,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,zero-shot,CSV numeric,26.638,0.38525,0.59208,0.818,1.16976,0.02682,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,zero-shot,CSV numeric,27.186,0.38131,0.63487,1.139,1.14133,0.03206,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,zero-shot,CSV numeric,27.136,0.39877,0.50732,0.897,1.24232,0.03432,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,few-shot,CSV numeric,27.138,0.34695,0.45615,0.969,0.86188,0.03134,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,few-shot,CSV numeric,27.572,0.33546,0.449,1.066,0.91164,0.02974,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,few-shot,CSV numeric,25.773,0.39299,0.53193,1.051,0.89303,0.0313,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,few-shot,CSV numeric,25.543,0.40536,0.68548,1.065,1.20773,0.02673,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,few-shot,CSV numeric,26.694,0.33615,0.44994,0.981,1.12099,0.03199,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot,CSV numeric,28.526,0.40555,0.6745,1.103,1.17453,0.02757,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot,CSV numeric,26.501,0.39785,0.6716,0.811,0.91356,0.02858,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot,CSV numeric,27.278,0.41949,0.51285,0.927,1.10584,0.02916,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot,CSV numeric,27.401,0.39591,0.57854,1.134,1.12426,0.03438,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot,CSV numeric,27.546,0.41669,0.61496,1.044,0.98378,0.02741,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot+few,CSV numeric,26.327,0.40734,0.65476,0.862,1.07259,0.03214,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot+few,CSV numeric,25.438,0.33394,0.54782,1.021,1.11011,0.03137,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot+few,CSV numeric,26.905,0.33235,0.55214,0.903,1.16828,0.03354,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot+few,CSV numeric,25.962,0.37366,0.46876,0.953,1.05582,0.02624,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,96,cot+few,CSV numeric,24.603,0.39784,0.5435,0.924,0.87576,0.03131,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,zero-shot,CSV numeric,28.396,0.43323,0.63089,0.91,1.1103,0.02912,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,zero-shot,CSV numeric,31.103,0.37981,0.49698,1.076,0.9493,0.034,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,zero-shot,CSV numeric,29.183,0.46654,0.58046,1.119,1.24342,0.02985,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,zero-shot,CSV numeric,29.584,0.46119,0.73504,1.253,1.24353,0.03253,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,zero-shot,CSV numeric,30.342,0.38577,0.57551,1.19,1.32848,0.0378,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,few-shot,CSV numeric,29.934,0.44804,0.58337,1.195,1.23239,0.03039,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,few-shot,CSV numeric,30.011,0.41349,0.60863,1.266,1.20771,0.03449,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,few-shot,CSV numeric,28.323,0.35677,0.43287,1.029,1.03292,0.03391,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,few-shot,CSV numeric,29.462,0.36848,0.55302,1.246,0.9436,0.0352,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,few-shot,CSV numeric,27.818,0.39196,0.61568,0.917,1.02685,0.03741,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot,CSV numeric,28.117,0.42043,0.63322,0.965,1.25536,0.03392,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot,CSV numeric,31.57,0.50424,0.72913,1.182,0.96191,0.02994,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot,CSV numeric,28.081,0.4137,0.55314,1.182,1.1228,0.03207,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot,CSV numeric,28.386,0.4109,0.5973,1.192,1.1451,0.03802,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot,CSV numeric,29.817,0.39691,0.56856,1.261,1.34131,0.03049,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot+few,CSV numeric,27.94,0.37271,0.61122,1.25,1.28931,0.03134,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot+few,CSV numeric,27.594,0.32694,0.46144,1.045,1.13973,0.03421,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot+few,CSV numeric,29.919,0.37759,0.60482,0.933,1.11624,0.03049,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot+few,CSV numeric,28.936,0.37466,0.58231,1.074,1.00769,0.03694,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Traffic,192,cot+few,CSV numeric,28.469,0.43127,0.57107,1.246,0.84311,0.03417,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,zero-shot,CSV numeric,29.703,0.14157,0.22757,0.845,0.95778,0.03327,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,zero-shot,CSV numeric,31.805,0.14781,0.21862,1.061,1.13981,0.03349,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,zero-shot,CSV numeric,33.087,0.14961,0.22813,0.968,0.80898,0.0329,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,zero-shot,CSV numeric,29.761,0.11866,0.18255,0.902,0.78463,0.03096,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,zero-shot,CSV numeric,33.422,0.15628,0.18798,0.999,0.7533,0.03384,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,few-shot,CSV numeric,30.421,0.15839,0.19102,0.84,0.9757,0.03233,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,few-shot,CSV numeric,29.705,0.13907,0.1916,0.822,1.04185,0.02892,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,few-shot,CSV numeric,30.148,0.13929,0.22045,1.09,0.79914,0.02947,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,few-shot,CSV numeric,30.284,0.13739,0.20369,1.098,0.8663,0.03355,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,few-shot,CSV numeric,30.337,0.1453,0.19819,0.983,0.77464,0.02609,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot,CSV numeric,32.332,0.14234,0.21464,0.82,0.83383,0.02739,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot,CSV numeric,29.926,0.12779,0.16215,1.006,1.12194,0.03167,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot,CSV numeric,31.012,0.16069,0.24199,1.012,0.85642,0.02768,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot,CSV numeric,31.743,0.13512,0.20863,0.91,0.82596,0.02686,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot,CSV numeric,31.48,0.14354,0.17246,0.988,0.89915,0.03047,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot+few,CSV numeric,29.023,0.15102,0.22476,0.947,1.09918,0.03381,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
